dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,src_10.0.0.1,src_10.0.0.10,src_10.0.0.2,src_10.0.0.3,src_10.0.0.4,src_10.0.0.5,src_10.0.0.6,src_10.0.0.7,src_10.0.0.8,src_10.0.0.9,dst_10.0.0.1,dst_10.0.0.10,dst_10.0.0.2,dst_10.0.0.3,dst_10.0.0.4,dst_10.0.0.5,dst_10.0.0.6,dst_10.0.0.7,dst_10.0.0.8,dst_10.0.0.9,Protocol_ICMP,Protocol_TCP,Protocol_UDP,label
30462,2,131614,135618172,1460,199000000,1460000000000.0,7,2059,29,2842,0,1,2,6192,2446,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10056,2,134977,143885482,323,127000000,323000000000.0,4,1931,2900,3091400,96,0,3,3539,3413,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
11455,2,103808,110659328,230,401000000,230000000000.0,4,1943,13533,14426178,451,0,1,3570,1492,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9936,1,46440,49505040,103,248000000,103000000000.0,2,1931,13526,14418716,450,0,3,3413,3539,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29862,2,126,12348,129,909000000,130000000000.0,7,2053,29,2842,0,1,4,135660368,271107074,3,3.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24450,1,12,1176,12,901000000,12901000000.0,3,22,0,0,0,1,1,4037,1102,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30102,2,361,35378,369,905000000,370000000000.0,5,2053,30,2940,1,1,3,271075791,169043,1,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5652,2,78803,82112726,270,73000000,270000000000.0,3,1264,8572,8932024,285,1,4,82510467,82412281,2376,2376.0,4752.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10026,2,132077,140794082,293,128000000,293000000000.0,4,1931,13535,14428310,451,0,3,92841647,3791,3837,0.0,3837.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26987,1,46463,48229422,201,134000000,201000000000.0,4,948,9130,9486084,304,1,3,24549,124837477,0,5130.0,5130.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
11455,2,58813,62694658,130,556000000,131000000000.0,4,1943,13533,14426178,451,0,2,3413,3665,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41193,2,51789,2796606,93,151000000,93151000000.0,11,8050,17011,918594,567,1,3,10126423,239966671,333,7963.0,8296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7777,2,24596,1426568,91,195000000,91195000000.0,11,25224,8668,502744,288,1,3,5862238,145576126,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3279,1,57251,61029566,127,134000000,127000000000.0,2,7916,13491,14381406,449,0,3,276816616,61244334,0,3838.0,3838.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2638,1,43798,46688668,97,327000000,97327000000.0,3,2375,13529,14421914,450,0,1,3534,1172,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30882,2,419,41062,429,809000000,430000000000.0,5,2063,29,2842,0,1,3,271213887,307055,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42095,2,41982,2771228,131,270000000,131000000000.0,4,13231,9532,629360,317,1,3,15367854,365482666,170,3924.0,4094.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3339,2,84154,89708164,186,426000000,186000000000.0,2,7916,13536,14429376,451,0,2,5690,512480348,0,3837.0,3837.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32583,2,125,12250,128,512000000,129000000000.0,11,2364,30,2940,1,1,2,10187832,1214,2715,0.0,2715.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11365,1,63336,67516176,140,741000000,141000000000.0,3,1790,13529,14421914,450,0,4,3623,3413,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7627,2,39710,2621404,142,223000000,142000000000.0,7,12138,9456,624144,315,1,1,135759644,5409582,11765,507.0,12272.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2608,2,52436,55896776,113,16000000,113000000000.0,5,2375,13442,14329172,448,0,2,3236,3404,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11395,1,31769,33865754,70,715000000,70715000000.0,3,1943,13463,14351558,448,0,1,3775,1492,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30762,2,302,29596,309,752000000,310000000000.0,7,2063,30,2940,1,1,2,35732,31944,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2949,2,128677,134081434,465,926000000,466000000000.0,3,4440,6027,6280134,200,0,4,4575,276819797,0,1626.0,1626.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
29922,2,996,97608,1020,244000000,1020000000000.0,7,2053,30,2940,1,1,4,135684035,271130741,3,3.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2829,1,43073,45915818,95,671000000,95671000000.0,3,4440,13601,14498666,453,0,1,3413,3833,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10569,2,4720,311520,14,400000000,14400000000.0,7,32,0,0,0,1,3,1377913,31636870,171,3924.0,4095.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3279,1,57251,61029566,127,134000000,127000000000.0,2,7916,13491,14381406,449,0,2,5016,205145156,0,3838.0,3838.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32403,2,47,4606,48,480000000,48480000000.0,3,4,30,2940,1,1,3,8288,8288,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26987,2,293,28714,301,212000000,301000000000.0,6,948,29,2842,0,1,1,34263,48441270,0,2567.0,2567.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6852,1,881,86338,901,686000000,902000000000.0,3,3443,30,2940,1,0,3,271014283,94787,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2949,1,116271,121154382,417,495000000,417000000000.0,2,4440,8120,8461040,270,0,2,4123,1312,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
41104,2,46101,50659266,103,299000000,103000000000.0,11,4675,13469,14774394,448,1,4,4239529,76877750,327,4196.0,4523.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10086,1,113885,121401410,253,263000000,253000000000.0,2,1931,13538,14431508,451,0,1,3649,1402,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10779,1,100298,109840916,224,431000000,224000000000.0,5,4357,13291,14497430,443,1,1,6291673,146991314,31,702.0,733.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11455,2,24976,26024992,80,686000000,80686000000.0,4,1943,9242,9630164,308,0,1,4047,143926620,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
27888,1,131264,135583872,1101,338000000,1100000000000.0,5,2790,29,2842,0,1,2,135500593,38468,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
30522,2,131672,135623856,1520,205000000,1520000000000.0,7,2063,29,2842,0,1,3,271158419,251587,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
33303,2,926,90748,948,561000000,949000000000.0,11,3024,30,2940,1,1,1,296964238,270373098,2718,2.0,2720.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
41073,2,12721,686934,22,343000000,22343000000.0,9,3663,0,0,0,1,1,181946832,8085868,11956,603.0,12559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6792,1,822,80556,841,672000000,842000000000.0,3,3443,30,2940,1,0,1,6235,135462138,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11049,2,258527,13960458,440,279000000,440000000000.0,5,4357,11754,634716,391,1,2,12848850,294122158,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24551,2,32401,1749654,75,927000000,75927000000.0,11,10817,12994,701676,433,1,2,258991314,11723808,12089,647.0,12736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24870,2,419,41062,433,176000000,433000000000.0,5,2997,29,2842,0,1,2,94767266,1934,2444,0.0,2444.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31603,1,70113,3786102,118,755000000,119000000000.0,11,18351,18037,973998,601,1,3,168131849,399770345,682,9556.0,10238.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11289,2,28016,31448128,64,361000000,64361000000.0,4,4918,13081,14672338,436,1,1,469238818,34597352,0,64.0,64.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30762,2,302,29596,309,820000000,310000000000.0,7,2063,30,2940,1,1,3,271204619,297787,1,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32373,1,17,1666,18,518000000,18518000000.0,3,4,0,0,0,1,1,5221,2908,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9996,2,118542,126365772,263,123000000,263000000000.0,4,1931,13532,14425112,451,0,2,3413,3539,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3339,2,84154,89708164,186,426000000,186000000000.0,2,7916,13536,14429376,451,0,1,4378,1382,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2638,2,88548,94392168,196,403000000,196000000000.0,5,2375,13529,14421914,450,0,3,3530,86743136,0,6527.0,6527.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9966,1,59972,63930152,133,252000000,133000000000.0,2,1931,13532,14425112,451,0,3,196046295,3791,6459,0.0,6459.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33423,2,945,92610,968,588000000,969000000000.0,9,3024,30,2940,1,1,4,184960713,201728647,2745,2745.0,5490.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7777,2,81644,91839776,192,262000000,192000000000.0,11,25224,13297,14735994,443,1,4,170126164,360917622,774,12263.0,13037.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14525,2,91981,102226570,211,322000000,211000000000.0,5,7385,13237,14540266,441,1,3,103311575,5396200,4052,311.0,4363.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2518,1,34545,36824970,77,10000000,77010000000.0,2,1699,13212,14083992,440,0,1,3295,1102,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30732,2,272,26656,279,818000000,280000000000.0,7,2063,29,2842,0,1,2,32806,29018,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33543,2,359,35182,368,313000000,368000000000.0,5,3024,29,2842,0,1,2,135466235,90615626,0,2670.0,2670.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11365,2,63278,67454348,140,394000000,140000000000.0,3,1790,13529,14421914,450,0,1,3753,1242,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33123,2,750,73500,768,525000000,769000000000.0,7,2376,29,2842,0,1,3,146230,135606020,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9936,2,91478,97515548,203,116000000,203000000000.0,4,1931,13526,14418716,450,0,1,3775,49659778,0,3839.0,3839.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31573,2,106826,117252124,240,437000000,240000000000.0,11,18351,13503,14746942,450,1,2,363934236,165574218,12296,809.0,13105.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9906,2,32879,35049014,72,895000000,72895000000.0,4,1931,13385,14268410,446,0,4,3362,3236,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14495,1,2289,123606,4,623000000,4623000000.0,5,7385,0,0,0,1,3,88115470,4226994,3695,288.0,3983.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2859,1,48460,51658360,125,674000000,126000000000.0,3,4440,5387,5742542,179,0,1,3943,1312,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
33213,1,838,82124,858,512000000,859000000000.0,7,2390,29,2842,0,1,2,83480,79838,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24450,1,12,1176,12,956000000,12956000000.0,3,22,0,0,0,1,3,5089,5173,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4307,1,98275,6486318,301,57000000,301000000000.0,3,1143,9518,628188,317,1,1,6491423,147112238,165,3745.0,3910.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29502,1,487,47726,500,106000000,500000000000.0,3,1057,29,2842,0,1,3,54656,270961194,0,1908.0,1908.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24780,1,331,32438,343,145000000,343000000000.0,4,2997,29,2842,0,1,2,38659,35428,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2769,1,16163,17229758,35,665000000,35665000000.0,4,4440,13492,14382472,449,0,2,4799,320799313,0,6407.0,6407.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33663,2,476,46648,488,338000000,488000000000.0,4,3024,29,2842,0,1,3,254583,135714205,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24851,2,184309,9952686,325,509000000,326000000000.0,5,10817,15984,863136,532,1,3,6187001,146939986,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
41283,2,126070,138798132,283,321000000,283000000000.0,7,8050,13502,14758068,450,1,2,4995,1242,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10026,2,132077,140794082,293,128000000,293000000000.0,4,1931,13535,14428310,451,0,3,3199,3539,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11485,1,117399,125147334,260,750000000,261000000000.0,3,1943,13533,14426178,451,0,2,4179,101623830,0,2580.0,2580.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3399,2,111215,118555190,246,432000000,246000000000.0,2,7916,13532,14425112,451,0,1,699267046,3776,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32913,2,496,48608,508,487000000,508000000000.0,11,2364,29,2842,0,1,2,127173222,1900,2852,0.0,2852.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29502,2,585,57330,600,189000000,600000000000.0,5,1057,29,2842,0,1,4,135573694,271020190,1909,1909.0,3818.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2488,2,21186,22584276,46,393000000,46393000000.0,2,219,13632,14531712,454,0,2,2882,2924,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30501,2,247,24206,253,80000000,253000000000.0,6,4920,29,2842,0,1,3,101717,135561143,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33603,1,417,40866,428,341000000,428000000000.0,3,3024,29,2842,0,1,1,106105,135562112,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
25151,2,17526,1156776,54,8000000,54008000000.0,3,10852,9879,652050,329,1,4,53737406,313534288,3922,171.0,4093.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24870,2,90555,94358310,317,820000000,318000000000.0,5,2997,8812,9182104,293,1,4,96535402,94809934,2445,2445.0,4890.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
32853,1,486,47628,498,544000000,499000000000.0,6,2364,29,2842,0,1,2,43909,40554,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9906,2,7256,7560752,23,378000000,23378000000.0,4,1931,0,0,0,0,3,3698,126195328,0,9722.0,9722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9966,2,105010,111940660,233,119000000,233000000000.0,4,1931,13532,14425112,451,0,4,3539,3199,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27407,2,704,68992,721,254000000,721000000000.0,5,956,30,2940,1,1,3,270984430,66388,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10296,2,118776,123764592,413,412000000,413000000000.0,2,1931,6237,6498954,207,0,2,3826,1312,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
