dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,src_10.0.0.1,src_10.0.0.10,src_10.0.0.2,src_10.0.0.3,src_10.0.0.4,src_10.0.0.5,src_10.0.0.6,src_10.0.0.7,src_10.0.0.8,src_10.0.0.9,dst_10.0.0.1,dst_10.0.0.10,dst_10.0.0.2,dst_10.0.0.3,dst_10.0.0.4,dst_10.0.0.5,dst_10.0.0.6,dst_10.0.0.7,dst_10.0.0.8,dst_10.0.0.9,Protocol_ICMP,Protocol_TCP,Protocol_UDP,label
33393,1,212,20776,218,293000000,218000000000.0,7,3024,29,2842,0,1,1,106105,135562112,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29202,1,69026,71925092,246,423000000,246000000000.0,4,1057,8924,9298808,297,1,2,72269871,1746,2475,0.0,2475.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
33213,2,838,82124,858,545000000,859000000000.0,9,2390,29,2842,0,1,3,167818,135627566,2,2.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30132,1,390,38220,399,932000000,400000000000.0,5,2053,29,2842,0,1,1,135595175,131288,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10056,2,54212,56488904,173,391000000,173000000000.0,4,1931,9232,9619744,307,0,3,4253,307807519,0,7259.0,7259.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
14585,1,118948,131709048,271,335000000,271000000000.0,5,7385,13482,14745836,449,1,1,2061151,1751562,137,128.0,265.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4307,2,134121,147110418,301,157000000,301000000000.0,4,1143,12999,14230350,433,1,3,150454021,6491593,3875,165.0,4040.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24581,2,62883,4150734,206,247000000,206000000000.0,11,10817,9665,637890,322,1,3,4162616,101011293,169,3922.0,4091.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33123,2,701,68698,718,499000000,718000000000.0,7,2376,29,2842,0,1,2,135465542,1942,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33993,2,798,78204,818,382000000,818000000000.0,3,3034,29,2842,0,1,4,270292553,270964727,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32493,2,37,3626,38,511000000,38511000000.0,7,20,30,2940,1,1,4,12824,12740,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31425,2,936,91728,972,998000000,973000000000.0,3,2063,29,2842,0,1,4,135962124,271408872,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3249,2,43605,46482930,96,417000000,96417000000.0,2,7894,13531,14424046,451,0,2,387410216,5046,6476,0.0,6476.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4937,1,70798,77810348,158,926000000,159000000000.0,3,2373,13470,14748860,449,1,1,6492102,147112308,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41403,2,205261,11084094,352,498000000,352000000000.0,5,8050,17179,927666,572,1,4,17456170,162850967,264,369.0,633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
30762,2,999,97902,1029,958000000,1030000000000.0,7,2063,24,2352,0,1,2,35732,31944,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2769,1,16163,17229758,35,665000000,35665000000.0,4,4440,13492,14382472,449,0,1,3963,1242,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34203,2,999,97902,1028,378000000,1030000000000.0,3,3034,25,2450,0,1,4,270312573,270984747,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
33093,1,721,70658,738,490000000,738000000000.0,5,2376,30,2940,1,1,3,135600070,140280,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11455,1,103866,110721156,230,747000000,231000000000.0,3,1943,13533,14426178,451,0,3,3665,3413,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24660,2,214,20972,223,141000000,223000000000.0,5,2997,29,2842,0,1,4,34672275,32946807,2359,2359.0,4718.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11995,2,45213,48197058,100,660000000,101000000000.0,2,2242,13387,14270542,446,0,1,3915,24375778,0,3837.0,3837.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24810,2,361,35378,373,153000000,373000000000.0,5,2997,30,2940,1,1,1,5114,1242,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2578,2,38994,41567604,83,13000000,83013000000.0,4,1814,13530,14422980,451,0,2,3236,3404,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29232,2,53427,55459478,230,79000000,230000000000.0,6,1057,8924,9271432,297,1,4,55672747,137388513,2508,5028.0,7536.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30741,2,482,47236,493,24000000,493000000000.0,4,4920,29,2842,0,1,1,54240,113622654,0,2232.0,2232.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30372,2,624,61152,639,950000000,640000000000.0,5,2053,29,2842,0,1,4,135782581,271229287,1,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11395,2,31745,33840170,70,551000000,70551000000.0,4,1943,13463,14351558,448,0,4,4127,216530233,0,3752.0,3752.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12025,2,58691,62564606,130,661000000,131000000000.0,2,2242,13478,14367548,449,0,4,3926,3590,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29052,1,48,4704,50,56000000,50056000000.0,4,1057,29,2842,0,1,3,9184,26192644,0,2046.0,2046.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11455,2,24976,26024992,80,686000000,80686000000.0,4,1943,9242,9630164,308,0,1,3921,62806932,0,3839.0,3839.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
31573,1,125800,139385464,290,502000000,291000000000.0,11,18351,13495,14745390,449,1,2,6497638,146182534,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32493,2,135,13230,138,464000000,138000000000.0,7,20,30,2940,1,1,4,12824,12740,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2949,1,116271,121154382,417,495000000,417000000000.0,2,4440,8120,8461040,270,0,3,276816257,4533,1625,0.0,1625.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
12175,2,126152,134478032,280,693000000,281000000000.0,2,2242,13299,14176734,443,0,3,279389377,4775,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30853,2,90270,5958096,290,712000000,291000000000.0,5,3982,9965,657690,332,1,2,4147461,93307179,176,3924.0,4100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3189,2,16653,17752098,36,411000000,36411000000.0,2,7503,13538,14431508,451,0,2,384948458,4934,7676,0.0,7676.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14825,1,104287,6048646,346,898000000,347000000000.0,3,7385,8675,503150,289,1,2,6324052,145912250,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
32913,1,447,43806,458,542000000,459000000000.0,6,2364,29,2842,0,1,1,59702,127222886,0,2853.0,2853.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11965,2,31826,33926516,70,657000000,70657000000.0,2,2242,13525,14417650,450,0,4,3926,3590,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14615,1,131893,145910234,301,336000000,301000000000.0,5,7385,12945,14201186,431,1,3,148141899,8892993,3831,301.0,4132.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3399,1,111370,118720420,247,146000000,247000000000.0,2,7916,13532,14425112,451,0,3,627564112,5466,6391,0.0,6391.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7038,1,49343,3257226,174,224000000,174000000000.0,3,6056,9458,624288,315,1,2,4130,1332,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6942,1,969,94962,991,694000000,992000000000.0,3,3443,30,2940,1,0,3,271023075,103579,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11755,2,110012,114632504,380,759000000,381000000000.0,2,1943,6795,7080390,226,0,2,4022,1472,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
30552,1,1701,166698,1550,213000000,1550000000000.0,5,2063,29,2842,0,1,3,257355,271164187,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31603,1,130092,144068864,320,503000000,321000000000.0,11,18351,4292,4683400,143,1,2,6497841,146182604,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15365,1,124010,136216652,279,75000000,279000000000.0,3,11471,13465,14747930,448,1,2,12367601,282400536,173,3923.0,4096.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30192,2,449,44002,459,932000000,460000000000.0,5,2053,30,2940,1,1,1,105719,135561902,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28458,2,918,89964,941,169000000,941000000000.0,7,2800,29,2842,0,1,2,27277,23054,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10326,2,126207,131507694,443,425000000,443000000000.0,2,1931,7431,7743102,247,0,2,3936,1472,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
6132,2,177,17346,181,580000000,182000000000.0,7,3421,29,2842,0,0,2,5268,24715844,0,2516.0,2516.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29712,2,130692,135527816,710,106000000,710000000000.0,5,1849,29,2842,0,1,2,4813,1312,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2668,2,102014,108746924,226,407000000,226000000000.0,6,2385,13466,14354756,448,0,3,110858482,3572,6430,0.0,6430.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30981,2,717,70266,733,71000000,733000000000.0,5,4942,29,2842,0,1,4,271105073,133919815,1,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11425,1,90333,96294978,200,744000000,201000000000.0,3,1943,13534,14427244,451,0,3,144824155,3959,7676,0.0,7676.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10839,2,127331,139341702,284,429000000,284000000000.0,7,4357,13520,14754208,450,1,3,13895753,160939968,285,531.0,816.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11365,2,18282,19488612,40,549000000,40549000000.0,3,1790,13529,14421914,450,0,3,3413,3623,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5802,2,123129,128300418,421,441000000,421000000000.0,3,1264,8687,9051854,289,1,1,128335518,1892,2409,0.0,2409.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
9996,1,73504,78355264,163,255000000,163000000000.0,2,1931,13532,14425112,451,0,4,3726,213686405,0,4704.0,4704.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24930,1,478,46844,493,174000000,493000000000.0,4,2997,30,2940,1,1,3,114670676,54096,2432,0.0,2432.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11365,1,18306,19514196,40,713000000,40713000000.0,3,1790,13529,14421914,450,0,1,3733,1242,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29892,2,130928,135550944,890,155000000,890000000000.0,7,2053,59,5782,1,1,4,135672345,271119121,3,3.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6702,2,734,71932,751,553000000,752000000000.0,5,3443,30,2940,1,0,3,80045,270999541,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12055,2,72354,77129364,160,663000000,161000000000.0,2,2242,13663,14564758,455,0,1,4056,1312,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14585,1,118948,131709048,271,335000000,271000000000.0,5,7385,13482,14745836,449,1,2,5704279,132022660,175,3940.0,4115.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14405,1,40032,44698072,91,307000000,91307000000.0,3,30,13391,14744070,446,1,2,1864846,44786220,171,3925.0,4096.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2668,1,57264,61043424,127,331000000,127000000000.0,4,2385,13466,14354756,448,0,1,3604,1172,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10116,2,72913,75975346,233,395000000,233000000000.0,3,1931,9314,9705188,310,0,2,3649,1242,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
31543,2,65648,3544992,106,900000000,107000000000.0,11,18351,17912,967248,597,1,1,6135075,146357662,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24870,1,419,41062,433,168000000,433000000000.0,4,2997,29,2842,0,1,1,5990,96488890,0,2444.0,2444.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26777,2,88,8624,91,243000000,91243000000.0,4,940,29,2842,0,1,4,13034,11412556,0,2156.0,2156.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9816,2,37425,39895050,83,107000000,83107000000.0,2,1109,13541,14434706,451,0,1,115146580,1396,10293,0.0,10293.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34083,1,886,86828,908,364000000,908000000000.0,3,3034,29,2842,0,1,1,106189,135562112,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10026,2,87004,92746264,192,909000000,193000000000.0,4,1931,13535,14428310,451,0,2,3444,1242,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10146,1,134983,143891878,313,266000000,313000000000.0,2,1931,7570,8069620,252,0,2,3649,1242,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
11455,2,58813,62694658,130,556000000,131000000000.0,4,1943,13533,14426178,451,0,2,3795,1492,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11485,2,72346,77120836,160,559000000,161000000000.0,4,1943,13533,14426178,451,0,4,3665,3413,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32523,2,164,16072,168,491000000,168000000000.0,9,2332,29,2842,0,1,2,4324,1172,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7008,1,61398,70526532,144,320000000,144000000000.0,3,46,12694,14627164,423,1,2,3542,1332,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6642,2,676,66248,691,546000000,692000000000.0,5,3431,30,2940,1,0,4,406517907,135499889,1,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28428,2,889,87122,911,136000000,911000000000.0,7,2800,29,2842,0,1,1,106167,135561944,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2518,2,34398,36668268,76,396000000,76396000000.0,3,1699,13212,14083992,440,0,3,37081947,3311,3811,0.0,3811.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28548,2,999,97902,1031,158000000,1030000000000.0,7,2800,22,2156,0,1,3,271215451,296905,1,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10599,2,63173,70662610,144,516000000,145000000000.0,7,32,13460,14753496,448,1,2,3882582,92589434,348,7846.0,8194.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5982,2,30,2940,31,529000000,31529000000.0,3,1278,29,2842,0,0,2,5016,1562,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30882,2,131999,135655902,1880,250000000,1880000000000.0,5,2063,5,490,0,1,2,47450,43662,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
28368,1,1732,169736,1581,426000000,1580000000000.0,5,2800,29,2842,0,1,3,262423,271180969,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30522,2,770,75460,789,962000000,790000000000.0,7,2063,29,2842,0,1,2,12100,8312,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27678,1,930,91140,891,363000000,891000000000.0,5,2790,59,5782,1,1,1,135558965,94690,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12085,2,85848,91513968,190,666000000,191000000000.0,2,2242,13494,14384604,449,0,3,3590,3926,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33483,1,999,97902,1028,604000000,1030000000000.0,5,3024,25,2450,0,1,3,135696523,236971,1,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9876,1,19529,20817914,43,245000000,43245000000.0,2,1910,13527,14419782,450,0,2,3267,1172,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28368,1,830,81340,851,164000000,851000000000.0,5,2800,29,2842,0,1,1,135639171,174882,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11455,1,58837,62720242,130,719000000,131000000000.0,3,1943,13533,14426178,451,0,4,3665,3413,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15725,2,17255,931770,58,205000000,58205000000.0,3,16540,8509,459486,283,1,2,21335677,300266819,133,124.0,257.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8107,2,120551,6991958,471,582000000,472000000000.0,5,25224,7170,415860,239,1,3,5862415,145576233,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24671,1,129543,145075734,296,281000000,296000000000.0,3,10817,13403,14742390,446,1,1,6109033,145185342,172,3931.0,4103.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27137,2,440,43120,451,230000000,451000000000.0,6,948,29,2842,0,1,3,219496401,39655,5027,0.0,5027.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32673,2,311,30478,318,474000000,318000000000.0,11,2364,30,2940,1,1,2,42325595,1410,2851,0.0,2851.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9786,2,23884,25460344,53,104000000,53104000000.0,2,1109,13430,14316380,447,0,2,3273,1352,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11485,1,117399,125147334,260,750000000,261000000000.0,3,1943,13533,14426178,451,0,4,3665,3413,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2769,1,16163,17229758,35,665000000,35665000000.0,4,4440,13492,14382472,449,0,3,3833,3413,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7837,2,108301,121093962,252,265000000,252000000000.0,9,25224,13190,14506972,439,1,3,5862238,145576126,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32943,2,525,51450,538,490000000,538000000000.0,9,2364,29,2842,0,1,1,271085052,270266950,2213,2213.0,4426.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28188,2,131557,135612586,1401,380000000,1400000000000.0,5,2790,30,2940,1,1,4,135787733,271246153,1,1.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
11425,2,90275,96233150,200,397000000,200000000000.0,4,1943,13534,14427244,451,0,2,3413,3665,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32823,2,408,39984,418,477000000,418000000000.0,11,2364,29,2842,0,1,2,95119819,1662,2863,0.0,2863.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30432,2,683,66934,699,954000000,700000000000.0,5,2053,30,2940,1,1,1,105719,135561902,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34203,2,999,97902,1028,396000000,1030000000000.0,3,3034,25,2450,0,1,1,406546169,270410324,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
