dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,src_10.0.0.1,src_10.0.0.10,src_10.0.0.2,src_10.0.0.3,src_10.0.0.4,src_10.0.0.5,src_10.0.0.6,src_10.0.0.7,src_10.0.0.8,src_10.0.0.9,dst_10.0.0.1,dst_10.0.0.10,dst_10.0.0.2,dst_10.0.0.3,dst_10.0.0.4,dst_10.0.0.5,dst_10.0.0.6,dst_10.0.0.7,dst_10.0.0.8,dst_10.0.0.9,Protocol_ICMP,Protocol_TCP,Protocol_UDP,label
9876,2,19494,20780604,42,894000000,42894000000.0,3,1910,13527,14419782,450,0,4,3362,3236,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32403,2,47,4606,48,458000000,48458000000.0,3,4,30,2940,1,1,4,3500,3458,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
15155,2,22593,1491258,68,610000000,68610000000.0,3,11471,9807,647274,326,1,2,15331296,186243058,173,3923.0,4096.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5772,2,114442,119248564,391,439000000,391000000000.0,3,1264,9102,9484284,303,1,1,119298210,1850,2520,0.0,2520.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
24581,1,62883,4150734,206,196000000,206000000000.0,3,10817,9665,637890,322,1,1,4162833,101009282,169,3922.0,4091.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31245,2,763,74774,792,920000000,793000000000.0,3,2063,22,2156,0,1,3,271214160,307328,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
33393,1,999,97902,1038,606000000,1040000000000.0,7,3024,15,1470,0,1,1,106105,135562112,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2608,1,75166,80126956,167,17000000,167000000000.0,3,2375,13442,14329172,448,0,2,3624,1172,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24581,2,65680,74773048,156,159000000,156000000000.0,11,10817,13387,14748078,446,1,2,305076999,14677886,12289,787.0,13076.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42035,2,22729,1500282,71,274000000,71274000000.0,3,12549,9211,608010,307,1,2,5436,1312,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32553,2,95,9310,98,511000000,98511000000.0,9,2332,29,2842,0,1,1,16837856,16020160,2819,2819.0,5638.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31723,2,169232,9138528,286,916000000,287000000000.0,5,18351,14898,804492,496,1,3,320775026,466327175,230,428.0,658.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27287,2,587,57526,601,293000000,601000000000.0,5,948,30,2940,1,1,1,64006,135520532,0,1200.0,1200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28398,1,1762,172676,1611,428000000,1610000000000.0,5,2800,30,2940,1,1,3,268233,271186779,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6432,2,99971,104169782,331,416000000,331000000000.0,7,3421,9130,9513460,304,1,2,5793,118762918,0,2516.0,2516.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
31221,2,952,93296,973,185000000,973000000000.0,5,4942,29,2842,0,1,3,106729,135566141,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33333,1,154,15092,158,289000000,158000000000.0,7,3024,29,2842,0,1,1,101394,135557674,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2668,1,57264,61043424,127,331000000,127000000000.0,4,2385,13466,14354756,448,0,3,3404,3236,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11305,2,36224,38614784,80,390000000,80390000000.0,2,1306,13536,14429376,451,0,3,38838808,3488,3838,0.0,3838.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31182,2,712,69776,729,932000000,730000000000.0,3,2063,30,2940,1,1,2,77123,73132,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32763,2,398,39004,408,500000000,409000000000.0,11,2364,29,2842,0,1,3,74963,74033871,1,2817.0,2818.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28458,2,215,21070,220,937000000,221000000000.0,7,2800,29,2842,0,1,2,27277,23054,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9906,2,77952,83096832,173,114000000,173000000000.0,4,1931,13385,14268410,446,0,4,3362,3236,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2578,1,16827,17937582,37,321000000,37321000000.0,3,1814,13529,14421914,450,0,2,3534,1332,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29022,2,17397,18127674,66,599000000,66599000000.0,6,1057,7719,8043198,257,1,2,4099,1172,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
32433,2,76,7448,78,484000000,78484000000.0,5,16,29,2842,0,1,3,11487,11445,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14795,1,95612,5545496,316,890000000,317000000000.0,3,7385,8593,498394,286,1,3,150935348,11893322,122,132.0,254.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10086,1,113885,121401410,253,263000000,253000000000.0,2,1931,13538,14431508,451,0,3,3539,3413,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5742,2,105049,109461058,360,82000000,360000000000.0,3,1264,9000,9378000,300,1,2,4862,1492,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2608,1,30269,32266754,67,325000000,67325000000.0,3,2375,13442,14329172,448,0,2,3534,1332,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32793,2,330,32340,338,522000000,339000000000.0,11,2364,29,2842,0,1,2,84383009,1620,2778,0.0,2778.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26987,2,46463,48229422,201,166000000,201000000000.0,6,948,9130,9486084,304,1,3,124839561,24549,5131,0.0,5131.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24611,2,36816,2135328,135,196000000,135000000000.0,11,10817,9240,535920,308,1,1,5433,1994438,0,132.0,132.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3339,2,84154,89708164,186,426000000,186000000000.0,2,7916,13536,14429376,451,0,1,4420,28593876,0,2615.0,2615.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32433,2,27,2646,28,463000000,28463000000.0,5,16,0,0,0,1,1,14293,11644,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30913,1,111392,122474720,250,666000000,251000000000.0,3,3982,13516,14746352,450,1,2,5460819,122734654,176,3924.0,4100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2578,2,38994,41567604,83,13000000,83013000000.0,4,1814,13530,14422980,451,0,2,3584,17999558,0,3838.0,3838.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2608,1,75166,80126956,167,17000000,167000000000.0,3,2375,13442,14329172,448,0,1,3534,1172,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14435,1,53219,59222006,121,310000000,121000000000.0,3,391,13187,14523934,439,1,3,59517472,2503984,3927,170.0,4097.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41133,1,71878,4744160,233,341000000,233000000000.0,6,8050,9205,607566,306,1,2,2859868,65364644,164,3919.0,4083.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31783,2,84771,4916718,295,101000000,295000000000.0,5,18351,7328,425024,244,1,2,463473837,176177841,423,227.0,650.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2829,1,43073,45915818,95,671000000,95671000000.0,3,4440,13601,14498666,453,0,3,245258119,4337,2529,0.0,2529.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2668,2,79432,84674512,173,22000000,173000000000.0,6,2385,13468,14356888,448,0,2,3624,1172,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33033,2,613,60074,628,494000000,628000000000.0,7,2364,29,2842,0,1,4,134712454,135527172,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2488,1,21333,22740978,47,9000000,47009000000.0,2,219,13632,14531712,454,0,3,2924,2882,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33393,2,967,94766,988,540000000,989000000000.0,11,3024,30,2940,1,1,2,135466109,39898234,0,2713.0,2713.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29802,2,68,6664,69,905000000,69905000000.0,7,2053,30,2940,1,1,1,93392,135549778,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9906,1,32914,35086324,73,246000000,73246000000.0,2,1931,13385,14268410,446,0,4,3362,3236,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11259,2,10259,677178,34,326000000,34326000000.0,3,4381,9013,594942,300,1,3,38389892,175801001,3919,158.0,4077.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
11515,2,85652,91305032,190,562000000,191000000000.0,4,1943,13306,14184196,443,0,2,4131,222318288,0,2587.0,2587.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34203,2,999,97902,1028,378000000,1030000000000.0,3,3034,25,2450,0,1,2,135466445,135462390,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24431,2,2498,2787332,5,784000000,5784000000.0,7,51,0,0,0,1,3,1197908,27427999,171,3925.0,4096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3279,1,57251,61029566,127,134000000,127000000000.0,2,7916,13491,14381406,449,0,3,496649970,5144,10239,0.0,10239.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30192,1,1351,132398,1190,179000000,1190000000000.0,5,2053,30,2940,1,1,1,135601153,137196,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32583,2,9675,10081350,28,298000000,28298000000.0,11,2364,0,0,0,1,4,26708572,27523290,2857,2857.0,5714.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
9936,2,16691,17392022,53,380000000,53380000000.0,4,1931,9435,9831270,314,0,4,3749,171824953,0,6452.0,6452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
24641,1,116140,130333344,266,279000000,266000000000.0,3,10817,13460,14746752,448,1,3,130445161,5460230,3922,173.0,4095.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11365,1,63336,67516176,140,741000000,141000000000.0,3,1790,13529,14421914,450,0,2,3753,1402,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11485,2,117341,125085506,260,404000000,260000000000.0,4,1943,13533,14426178,451,0,3,4127,202403247,0,7676.0,7676.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3219,2,30074,32058884,66,414000000,66414000000.0,2,7894,13421,14306786,447,0,3,4976,419576286,0,9234.0,9234.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11455,1,103866,110721156,230,747000000,231000000000.0,3,1943,13533,14426178,451,0,4,402650803,4463,12818,0.0,12818.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11515,2,85652,91305032,190,562000000,191000000000.0,4,1943,13306,14184196,443,0,4,3665,3413,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11545,1,99327,105882582,220,728000000,221000000000.0,3,1943,13651,14551966,455,0,2,3688,1492,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11335,1,49807,53094262,110,739000000,111000000000.0,3,1790,13525,14417650,450,0,2,357952669,2082,18157,0.0,18157.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29862,1,869,85162,860,157000000,860000000000.0,5,2053,59,5782,1,1,1,135552888,89134,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2638,2,88548,94392168,196,403000000,196000000000.0,5,2375,13529,14421914,450,0,3,3404,3236,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2578,1,16827,17937582,37,321000000,37321000000.0,3,1814,13529,14421914,450,0,2,3572,83872146,0,7676.0,7676.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33363,1,183,17934,188,292000000,188000000000.0,7,3024,29,2842,0,1,1,104488,135560698,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6912,1,939,92022,961,691000000,962000000000.0,3,3443,29,2842,0,0,1,6235,135462138,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2799,1,74405,77530010,267,478000000,267000000000.0,3,4440,9357,9749994,311,0,3,4295,235771639,0,5379.0,5379.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4247,2,43483,2348082,140,872000000,141000000000.0,4,1143,9332,503928,311,1,2,5210660,118298099,175,3925.0,4100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2859,1,48460,51658360,125,674000000,126000000000.0,3,4440,5387,5742542,179,0,4,4449,253465925,0,2188.0,2188.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
11485,2,34232,35669744,110,689000000,111000000000.0,4,1943,9256,9644752,308,0,4,3665,3413,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
9966,2,105010,111940660,233,119000000,233000000000.0,4,1931,13532,14425112,451,0,1,3599,1332,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
