dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,src_10.0.0.1,src_10.0.0.10,src_10.0.0.2,src_10.0.0.3,src_10.0.0.4,src_10.0.0.5,src_10.0.0.6,src_10.0.0.7,src_10.0.0.8,src_10.0.0.9,dst_10.0.0.1,dst_10.0.0.10,dst_10.0.0.2,dst_10.0.0.3,dst_10.0.0.4,dst_10.0.0.5,dst_10.0.0.6,dst_10.0.0.7,dst_10.0.0.8,dst_10.0.0.9,Protocol_ICMP,Protocol_TCP,Protocol_UDP,label
27888,2,131264,135583872,1101,343000000,1100000000000.0,5,2790,29,2842,0,1,1,106083,135561944,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
32793,2,379,37142,388,476000000,388000000000.0,11,2364,30,2940,1,1,4,100662885,101477603,2771,2771.0,5542.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11515,2,85652,91305032,190,562000000,191000000000.0,4,1943,13306,14184196,443,0,2,3795,1492,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31513,1,9034,523972,27,825000000,27825000000.0,11,18351,0,0,0,1,1,265244264,13340170,11518,773.0,12291.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3309,2,70618,75278788,156,423000000,156000000000.0,2,7916,13522,14414452,450,0,2,352795458,2068,16724,0.0,16724.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29082,1,8811,9108374,80,19000000,80019000000.0,4,1057,8763,9103670,292,1,2,35371084,1424,2454,0.0,2454.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2578,2,38994,41567604,83,13000000,83013000000.0,4,1814,13530,14422980,451,0,3,3488,42000494,0,3838.0,3838.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10026,2,87004,92746264,192,909000000,193000000000.0,4,1931,13535,14428310,451,0,1,4097,187742338,0,6455.0,6455.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33363,2,937,91826,958,544000000,959000000000.0,11,3024,30,2940,1,1,2,135465864,29722992,0,2687.0,2687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32763,2,398,39004,408,500000000,409000000000.0,11,2364,29,2842,0,1,1,165112677,164294778,5626,5626.0,11252.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30282,1,536,52528,549,915000000,550000000000.0,5,2053,29,2842,0,1,2,135506785,56374,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3399,1,111370,118720420,247,146000000,247000000000.0,2,7916,13532,14425112,451,0,2,627564182,5466,6391,0.0,6391.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28098,2,566,55468,581,137000000,581000000000.0,5,2790,29,2842,0,1,2,5563,1382,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2799,2,24172,25767352,58,370000000,58370000000.0,5,4440,9784,10429744,326,0,2,4123,1312,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2638,1,43798,46688668,97,327000000,97327000000.0,3,2375,13529,14421914,450,0,1,228197290,1760,14201,0.0,14201.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26747,2,59,5782,61,193000000,61193000000.0,4,940,29,2842,0,1,1,9973,7150,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29952,1,1044,102312,950,163000000,950000000000.0,5,2053,58,5684,1,1,1,135570591,106634,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31513,1,70271,4638126,230,485000000,230000000000.0,11,18351,7818,516012,260,1,3,159524630,271736126,773,11516.0,12289.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42155,2,84598,93706436,191,285000000,191000000000.0,4,13231,13165,14769690,438,1,4,116680931,172050630,4039,159.0,4198.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9876,2,64567,68828422,143,113000000,143000000000.0,3,1910,13526,14418716,450,0,1,3472,1332,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7807,2,33493,1942594,121,198000000,121000000000.0,11,25224,8897,516026,296,1,4,172636188,395991230,669,9352.0,10021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26927,2,235,23030,241,208000000,241000000000.0,6,948,29,2842,0,1,1,28271,29308326,0,2563.0,2563.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11665,2,87608,91287536,290,711000000,291000000000.0,2,1943,7947,8280774,264,0,3,279389270,4514,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2578,1,16827,17937582,37,321000000,37321000000.0,3,1814,13529,14421914,450,0,4,3488,42000564,0,3840.0,3840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2608,2,75019,79970254,166,401000000,166000000000.0,5,2375,13442,14329172,448,0,3,112679814,3656,7682,0.0,7682.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7128,1,112958,127971940,264,352000000,264000000000.0,3,11888,13498,14741492,449,1,1,5139657,128212568,176,3923.0,4099.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11409,2,58673,3872574,184,352000000,184000000000.0,4,6696,9807,647262,326,1,1,469239140,36613244,0,135.0,135.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9876,2,19494,20780604,42,894000000,42894000000.0,3,1910,13527,14419782,450,0,4,3423,123378838,0,6502.0,6502.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4907,2,42125,2780430,128,842000000,129000000000.0,3,2373,10017,661122,333,1,3,217425494,9282888,3924,175.0,4099.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11229,2,1776,2019808,4,352000000,4352000000.0,3,4381,0,0,0,1,3,23693620,175207931,581,23.0,604.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
32733,1,369,36162,378,539000000,379000000000.0,6,2364,30,2940,1,1,3,63469335,69013,2796,1.0,2797.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11515,1,85676,91330616,190,726000000,191000000000.0,3,1943,13306,14184196,443,0,4,498833803,4715,12831,0.0,12831.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10026,2,87004,92746264,192,909000000,193000000000.0,4,1931,13535,14428310,451,0,4,280582743,4169,10293,0.0,10293.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29952,1,1044,102312,950,163000000,950000000000.0,5,2053,58,5684,1,1,2,135474179,23838,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6522,2,558,54684,571,623000000,572000000000.0,6,3421,29,2842,0,0,3,62517,267905071,0,2469.0,2469.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11755,2,110012,114632504,380,759000000,381000000000.0,2,1943,6795,7080390,226,0,3,3590,3842,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
12115,2,99323,105878318,220,666000000,221000000000.0,2,2242,13475,14364350,449,0,2,1170058079,4910,7677,0.0,7677.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6432,2,470,46060,481,524000000,482000000000.0,7,3421,29,2842,0,0,4,358539425,135458575,5044,1.0,5045.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7927,2,131978,7126812,241,950000000,242000000000.0,5,25224,15632,844128,521,1,1,448754825,26178206,453,243.0,696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6372,2,412,40376,421,524000000,422000000000.0,7,3421,30,2940,1,0,4,320849903,135446661,4906,1.0,4907.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31993,2,256932,13874328,510,334000000,510000000000.0,3,18351,7550,407700,251,1,3,326765694,477480869,56,104.0,160.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31152,2,682,66836,699,928000000,700000000000.0,3,2063,29,2842,0,1,4,135936602,271383350,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10689,2,44240,2919840,134,410000000,134000000000.0,11,4357,10003,660198,333,1,2,7782546,180894086,351,7847.0,8198.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5952,1,1,98,1,533000000,1533000000.0,3,1278,0,0,0,0,3,135465544,5796,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25230,2,774,75852,793,268000000,793000000000.0,5,3860,29,2842,0,1,2,133740514,2060,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9846,1,6002,6398132,13,242000000,13242000000.0,2,1910,0,0,0,0,1,3582,1332,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3309,2,70618,75278788,156,423000000,156000000000.0,2,7916,13522,14414452,450,0,3,4388,158740616,0,6438.0,6438.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31693,2,99145,6543806,310,519000000,311000000000.0,7,18351,6516,430056,217,1,1,6135348,146357662,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2829,2,83620,87132040,297,466000000,297000000000.0,4,4440,9217,9604114,307,0,1,4033,1242,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10056,2,100312,106932592,222,908000000,223000000000.0,4,1931,13308,14186328,443,0,1,4013,107232474,0,3838.0,3838.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28158,2,625,61250,641,142000000,641000000000.0,5,2790,29,2842,0,1,4,135781881,271240301,1,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12055,2,72354,77129364,160,663000000,161000000000.0,2,2242,13663,14564758,455,0,2,4636,135461934,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34053,1,857,83986,878,394000000,878000000000.0,3,3034,30,2940,1,1,2,192309,188254,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31281,2,354,34692,362,727000000,363000000000.0,5,4942,29,2842,0,1,4,271163173,133977915,1,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42215,2,79509,5248118,251,266000000,251000000000.0,4,13231,9739,642774,324,1,2,6423,2329760,0,130.0,130.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2859,2,106169,110628098,375,915000000,376000000000.0,4,4440,7901,8232842,263,0,2,253469465,4491,2188,0.0,2188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2578,2,61577,65641082,136,398000000,136000000000.0,4,1814,13529,14421914,450,0,2,42000564,3488,3840,0.0,3840.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11365,2,63278,67454348,140,394000000,140000000000.0,3,1790,13529,14421914,450,0,3,3413,3623,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27257,2,557,54586,571,243000000,571000000000.0,5,948,29,2842,0,1,4,131067598,266525556,2239,2239.0,4478.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24791,2,173146,9349884,315,948000000,316000000000.0,5,10817,15880,857520,529,1,2,456121221,27849628,457,245.0,702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
24900,1,448,43904,463,173000000,463000000000.0,4,2997,29,2842,0,1,2,50692,47258,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2578,2,38994,41567604,83,13000000,83013000000.0,4,1814,13530,14422980,451,0,2,3624,1172,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31363,2,34697,39359226,80,480000000,80480000000.0,5,4022,13401,14754970,446,1,3,294722439,67186388,340,7846.0,8186.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3429,2,124526,132744716,276,434000000,276000000000.0,2,7916,13311,14189526,443,0,3,4248,3660,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29832,1,97,9506,99,911000000,99911000000.0,5,2053,29,2842,0,1,2,135462174,11966,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
11605,1,126395,134737070,280,734000000,281000000000.0,2,1943,13531,14424046,451,0,3,5186,604242494,0,8969.0,8969.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12055,2,72354,77129364,160,663000000,161000000000.0,2,2242,13663,14564758,455,0,2,4126,1472,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33363,2,887,86926,908,585000000,909000000000.0,11,3024,30,2940,1,1,1,316914646,270391088,2672,2.0,2674.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32823,2,91186,95015812,268,381000000,268000000000.0,11,2364,10321,10754482,344,1,1,207357591,206539692,5713,5713.0,11426.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31873,2,242426,13091004,436,937000000,437000000000.0,5,18351,13718,740772,457,1,1,6135348,146357662,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11305,1,36282,38676612,80,736000000,80736000000.0,2,1306,13536,14429376,451,0,1,3584,1172,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32793,2,330,32340,338,527000000,339000000000.0,11,2364,29,2842,0,1,2,84383009,1620,2778,0.0,2778.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31603,1,72887,4810778,220,514000000,221000000000.0,11,18351,9987,659142,332,1,2,6497841,146182604,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11635,1,135036,143948376,310,738000000,311000000000.0,2,1943,8641,9211306,288,0,1,3882,1312,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10056,2,100312,106932592,222,908000000,223000000000.0,4,1931,13308,14186328,443,0,3,3413,3539,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42095,1,41982,2771228,131,253000000,131000000000.0,3,13231,9532,629360,317,1,3,365479396,15367722,3923,170.0,4093.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30342,2,595,58310,609,924000000,610000000000.0,5,2053,30,2940,1,1,3,271122915,216167,1,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
27347,2,130547,135513606,561,203000000,561000000000.0,5,948,29,2842,0,1,4,135585482,271043440,1,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9996,1,73504,78355264,163,255000000,163000000000.0,2,1931,13532,14425112,451,0,2,4053,213684234,0,4704.0,4704.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27107,2,411,40278,421,225000000,421000000000.0,6,948,30,2940,1,1,3,200642555,36561,4972,0.0,4972.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9906,2,32879,35049014,72,895000000,72895000000.0,4,1931,13385,14268410,446,0,3,3362,3236,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2488,2,21186,22584276,46,393000000,46393000000.0,2,219,13632,14531712,454,0,3,2924,2882,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11275,2,22688,24185408,50,387000000,50387000000.0,2,1306,13474,14363284,449,0,1,3534,1332,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2649,2,33951,35376942,117,305000000,117000000000.0,6,2385,7959,8293278,265,0,4,3833,168355535,0,2759.0,2759.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2769,1,16163,17229758,35,665000000,35665000000.0,4,4440,13492,14382472,449,0,3,3833,3413,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3189,2,16653,17752098,36,411000000,36411000000.0,2,7503,13538,14431508,451,0,2,342890710,4892,3838,0.0,3838.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6918,1,23072,26474280,54,310000000,54310000000.0,3,35,12684,14602072,422,1,2,3146,1192,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
32823,2,91186,95015812,268,381000000,268000000000.0,11,2364,10321,10754482,344,1,3,86877,95201441,1,2864.0,2865.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4907,2,42125,2780430,128,842000000,129000000000.0,3,2373,10017,661122,333,1,1,5780,7022066,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6852,2,831,81438,851,663000000,852000000000.0,5,3443,29,2842,0,0,2,5919,135462052,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3339,2,84154,89708164,186,426000000,186000000000.0,2,7916,13536,14429376,451,0,3,512480348,5690,3838,0.0,3838.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6192,1,235,23030,241,593000000,242000000000.0,4,3421,29,2842,0,0,1,5878,135462138,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3399,1,111370,118720420,247,146000000,247000000000.0,2,7916,13532,14425112,451,0,1,699267046,3776,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30882,2,131999,135655902,1880,279000000,1880000000000.0,5,2063,5,490,0,1,3,271213887,307055,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10056,2,100312,106932592,222,908000000,223000000000.0,4,1931,13308,14186328,443,0,3,107234821,3833,3838,0.0,3838.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4967,2,84289,92550778,188,911000000,189000000000.0,3,2373,13491,14740430,449,1,2,10596961,239833164,175,3924.0,4099.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2638,1,88695,94548870,197,19000000,197000000000.0,3,2375,13529,14421914,450,0,3,86743136,3530,6527,0.0,6527.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31513,2,43043,2841026,130,500000000,131000000000.0,11,18351,9843,649650,328,1,1,6135075,146357592,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11485,1,72370,77146420,160,722000000,161000000000.0,3,1943,13533,14426178,451,0,3,4127,202403247,0,7676.0,7676.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33183,2,711,69678,728,552000000,729000000000.0,9,2390,29,2842,0,1,2,135465626,1942,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2829,1,43073,45915818,95,671000000,95671000000.0,3,4440,13601,14498666,453,0,3,369006541,4967,6382,0.0,6382.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24581,2,109761,124617354,256,245000000,256000000000.0,11,10817,13342,14743060,444,1,1,5433,1496396,0,130.0,130.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3429,2,124526,132744716,276,434000000,276000000000.0,2,7916,13311,14189526,443,0,3,638026834,5466,2790,0.0,2790.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
